ID,category,name,price,link,brand,warranty,model_name,use_case,series,color,material,side_panel,Kích thước,form_factor,mb_support,drive_bays,Cổng kết nối,max_cooler_height,Kích thước radiator tối đa,front_fan,top_fan,rear_fan,Loại quạt hỗ trợ bên hông,Loại quạt hỗ trợ bên dưới,Số slot PCI,part_number,Số lượng quạt tặng kèm,led,tier,warranty_period,sku,status,features,availability,warranty_desc,highlights
case_133,Case,Thùng máy/ Case Xigmatek Gemini II Queen 3FB (EN48380),1059000,https://phongvu.vn/vo-case-xigmatek-gemini-ii-org-3fb--s220501973,Xigmatek,12 tháng,Gemini II Queen 3FB,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Hồng,Thép,Kính cường lực,"39,0 x 21,0 x 42,0 cm",Mini Tower,"Mini-ITX, Micro-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160 mm,360 mm,3 x 120 mm,2 x 120/140mm,1 x 120 mm,,,4,,3 x 120 mm,RGB,,,,,,,,
case_134,Case,Thùng máy/Case Golden Field U2 (Q25B),330000,https://phongvu.vn/thung-may-case-golden-field-u2-q25b--s220202566,Golden Field,1 tháng,U2,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Thép,35 x 18 x 41 cm,Mid Tower,"Micro-ATX, ATX, ITX",,2 x USB 2.0,157mm,,2 x 120 mm,,1 x 120 mm,,,,Q25B,,,,,,,,,,
case_135,Case,Thùng máy/ Case XIGMATEK XA-24 (EN48359) - ATX,390000,https://phongvu.vn/case-may-tinh-xigmatek-xa-24-en48359-atx--s220103049,Xigmatek,12 tháng,XA-24,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Thép,37.3 x 18.8 x 41.3 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","1 x 3.5"" , 2 x 2.5""",2 x USB 1.1,155 mm,,2 x 120 mm,,1 x 80 mm,1 x 120 mm,,7,,,,,,,,,,,
case_136,Case,Thùng máy/ Case XIGMATEK X7 WHITE (EN46225) - PREMIUM GAMING E-ATX,2990000,https://phongvu.vn/thung-may-case-xigmatek-x7-white-en46225-premium-gaming-e-atx--s220103047,Xigmatek,12 tháng,X7,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,"SECC, Nhựa",Kính cường lực,62.6 x 28.8 x 58 cm,Full Tower,"Extended-ATX, ATX, Micro-ATX, Mini-ITX","4 x 3.5""","2 x USB 2.0 , 1 x USB 3.0",,,,3 x 120 mm,1 x 140 mm,3 x 120 mm,1 x 120 mm,10,EN46225,,,,,,,,,,
case_137,Case,Thùng máy/ Case Xigmatek LUX S ARTIC 3FX (3 FAN X22ARGB) - EN47857,1450000,https://phongvu.vn/case-may-tinh-xigmatek-lux-s-artic-3fx-argb-en47840--s220101743,Xigmatek,12 tháng,LUX S ARTIC 3FX,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Thép,Kính cường lực,38.8 x 21 x 48.5,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160 mm,,3 x 140 mm,2 x 140 mm,1 x 120 mm,,,,EN47857,,,,,,,,,,
case_138,Case,Thùng máy/ Case Xigmatek LUX S 3FX (3 FAN X22ARGB) - EN47840,990000,https://phongvu.vn/case-may-tinh-xigmatek-lux-s-3fx-argb-en47840--s220101742,Xigmatek,12 tháng,LUX S 3FX,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,38.8 x 21 x 48.5 cm,Mid Tower,"ATX, Micro-ATX, Mini-ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,,3 x 140 mm,2 x 140 mm,1 x 120 mm,,,,EN47840,,,,,,,,,,
case_139,Case,Thùng máy/ Case Xigmatek LUX A SHADOW - EN47826,1050000,https://phongvu.vn/thung-may-case-xigmatek-lux-a-shadow-en47826--s220101738,Xigmatek,12 tháng,LUX A SHADOW,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,"Xám, Đen",Thép,Kính cường lực,38 x 21 x 48.5 cm,,"ATX, Micro-ATX, Mini-ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,,3 x 140 mm,2 x 140 mm,1 x 120 mm,,,,EN47826,,,,,,,,,,
case_140,Case,Thùng máy/ Case Xigmatek FADIL ARTIC 1F (1 FAN X20F) - EN48083,850000,https://phongvu.vn/thung-may-case-xigmatek-fadil-artic-1f-1-fan-x20f-en48083--s220101736,Xigmatek,12 tháng,FADIL ARTIC 1F,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,SPCC,Kính cường lực,34.5 x 20 x 39 cm,Mini Tower,"Mini-ITX, Micro-ATX","2 x 3.5""","2 x USB 2.0 , 1 x USB 3.0",,160 mm,2 x 140 mm,2 x 120 mm,1 x 120 mm,,,,EN48083,,,,,,,,,,
case_141,Case,Thùng máy/ Case Xigmatek FADIL 1F (1 FAN X20F) - EN47970,790000,https://phongvu.vn/thung-may-case-xigmatek-fadil-1f-1-fan-x20f-en47970--s220101735,Xigmatek,12 tháng,FADIL 1F,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,SPCC,Kính cường lực,34.5 x 20 x 39 cm,Mini Tower,"Mini-ITX, Micro-ATX","2 x 3.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,160 mm,2 x 120 mm,2 x 120 mm,1 x 120 mm,,,4,EN47970,,,,,,,,,,
case_142,Case,Thùng máy/ Case Deepcool CK560 Black (3 Fan ARGB + 1 Fan Black),1990000,https://phongvu.vn/thung-may-case-deepcool-ck560-black-3-fan-argb-1-fan-black--s220101416,DeepCool,12 tháng,CK560,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,"Nhựa, Thép",Kính cường lực,45.6 × 23.0 × 47.1 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.0 , 1 x USB Type C",175mm,360 mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120/140mm,,,7,,"3 x 120 mm, 1 x 140 mm",RGB,,,,,,,,
case_143,Case,Thùng máy/ Case Deepcool CK560 WH (3 Fan ARGB + 1 Fan Black),1990000,https://phongvu.vn/thung-may-case-deepcool-ck560-wh-3-fan-argb-1-fan-black--s220101415,DeepCool,12 tháng,CK560,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,"Nhựa, Thép",Kính cường lực,45.6 × 23.0 × 47.1 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.0 , 1 x USB Type C",175mm,360 mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120/140mm,,,7,,"3 x 120 mm, 1 x 140 mm",RGB,,,,,,,,
case_144,Case,Thùng máy/ Case Deepcool CK500 Black (2 Fan),1559000,https://phongvu.vn/thung-may-case-deepcool-ck500-black-3-fan-argb-1-fan-black--s220101414,DeepCool,12 tháng,CK500,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,"Nhựa, Thép",Kính cường lực,45.6 × 23.0× 47.1 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.0 , 1 x USB Type C",175mm,360 mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120/140mm,,,7,,"1 x 120 mm, 1 x 140 mm",,,,,,,,,
case_145,Case,Thùng máy/ Case Deepcool CK500 WH (2 Fan),1559000,https://phongvu.vn/thung-may-case-deepcool-ck500-wh-3-fan-argb-1-fan-black--s220101413,DeepCool,12 tháng,CK500,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,"Nhựa, Thép",Kính cường lực,45.6 × 23.0 × 47.1 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.0 , 1 x USB Type C",175mm,360 mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120/140mm,,,7,,"1 x 120 mm, 1 x 140 mm",,,,,,,,,
case_146,Case,Thùng máy/ Case Deepcool CG560 Black (3 Fan ARGB + 1 Fan Black),1490000,https://phongvu.vn/thung-may-case-deepcool-cg560-black-3-fan-argb-1-fan-black--s220101412,DeepCool,12 tháng,CG560,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,"Nhựa, Thép",Kính cường lực,45.2 × 23 × 47 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2+1 x 2.5""",2 x USB 3.0,175mm,360 mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120/140mm,,,7,,"1 x 140 mm, 3 x 120 mm RGB",,,,,,,,,
case_147,Case,Vỏ máy tính/ Case Corsair 5000D Airflow TG Black (CC-9011210-WW),3790000,https://phongvu.vn/vo-may-tinh-case-corsair-5000d-airflow-tg-black-cc-9011210-ww--s211000719,Corsair,24 tháng,5000D Airflow TG Black,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,52 x 52 x 24.5 cm,Mid Tower,ATX,"2 x 3.5"" , 4 x 2.5""","2 x USB 3.0 , 1 x USB 3.1 Gen 1 Type C",170 mm,360 mm,"3 x 120 mm, 2 x 140 mm","3 x 120 mm, 2 x 140 mm",1 x 120 mm,3 x 120 mm,,7+2,CC-9011210-WW,,,,,,,,,,
case_148,Case,Thùng máy/Case Gigabyte Aorus C700 Glass Full Tower (GB-AC700G),9199000,https://phongvu.vn/thung-may-case-gigabyte-aorus-c700-glass-full-tower-gb-ac700g--s210301516,Gigabyte,12 tháng,AORUS C700 GLASS,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",AORUS,Đen,"Nhôm, Thép, Nhựa",Kính cường lực,77.3 x 40.6 x 82 cm,Full Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","4 x 3.5"" , 6 x 2.5""","4 x USB 3.0 , 1 x USB Type C",,360 mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 3 x 140 mm","2 x 120 mm, 1 x 140 mm",,,8+2,GB-AC700G,"3 x 120 mm, 2 x 120mm aRGB",RGB,,,,,,,,
case_149,Case,Thùng máy/ Case CM MasterBox MB511 TG Red Trim (MCB-B511D-KGNN-S00),1590000,https://phongvu.vn/thung-may-case-cm-masterbox-mb511-tg-red-trim-mcb-b511d-kgnn-s00--s210300245,Cooler Master,12 tháng,MB511 TG,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MasterBox,Đỏ,Thép,Kính cường lực,46.8 x 49.6 x 21.7 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 6 x 2.5""",2 x USB 3.0,165mm,360 mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,MCB-B511D-KGNN-S00,1 x 120 mm,RGB,,,,,,,,
case_150,Case,Thùng máy/ Case Deepcool Macube 110 White M-ATX,989000,https://phongvu.vn/thung-may-case-deepcool-macube-110-white-m-atx--s210101764,DeepCool,36 tháng,Macube 110,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Nhựa,Kính cường lực,47 x 47 x 28.5 cm,Mid Tower,"Micro-ATX, Mini-ITX","2 x 3.5"" , 2 x 2.5""",2 x USB 3.0,165 mm,280 mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",,,,4,,1 x 120 mm,,,,,,,,,
case_151,Case,Thùng máy/ Case Deepcool Macube 110 Black M-ATX,989000,https://phongvu.vn/thung-may-case-deepcool-macube-110-black-m-atx--s210101763,DeepCool,36 tháng,Macube 110,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Nhựa,Kính cường lực,47 x 47 x 28.5 cm,Mid Tower,"Micro-ATX, Mini-ITX","2 x 3.5"" , 2 x 2.5""",2 x USB 3.0,165 mm,280 mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",,,,4,,1 x 120 mm,,,,,,,,,
case_152,Case,Thùng máy/ Case MSI MAG VAMPIRIC 100L (ATX) RGB STRIP,1099000,https://phongvu.vn/thung-may-case-msi-mag-vampiric-100l-atx-rgb-strip-306-7g07l21-809--s201104546,Msi,12 tháng,MAG VAMPIRIC 100L,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",MAG,Đen,Thép,Kính cường lực,45.7 x 39 x 20.5 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.2",140 mm,240 mm,"3 x 120 mm, 2 x 140 mm",2 x 120 mm,1 x 120 mm,,,7,,,RGB,,,,,,,,
case_153,Case,Thùng máy/ Case ASUS ROG Z11 GR101 (90DC00B0-B30020),6990000,https://phongvu.vn/thung-may-case-asus-rog-z11-gr101-90dc00b0-b30020--s201100829,Asus,24 tháng,ROG Z11 GR101,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",ROG,Đen,"Thép, Kính, Nhựa, Nhôm",Kính cường lực,53.1 x 19.4 x 38.6 cm,Mini Tower,"Mini-ITX, Mini-DTX","1 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.2 , 1 x USB 3.1 Gen 2 Type C",130mm,140 mm,2 x 120 mm,"2 x 120 mm, 2 x 140 mm",,,"1 x 120 mm, 1 x 140 mm",,90DC00B0-B30020,"2 x 140 mm, 1 x 140 mm",RGB,,,,,,,,
case_154,Case,Thùng máy/ Case Corsair 4000D Airflow TG Black (CC-9011200-WW),1990000,https://phongvu.vn/thung-may-case-corsair-4000d-airflow-tg-black-cc-9011200-ww--s201001265,Corsair,24 tháng,4000D Airflow TG Black,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,46.9 x 49.6 x 21.7 cm,Mid Tower,ATX,"2 x 3.5"" , 2 x 2.5""","1 x USB 3.0 , 1 x USB Type C",170mm,360 mm,"3 x 120 mm, 3 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7+2,CC-9011200-WW,,RGB,,,,,,,,
case_155,Case,Thùng máy/ Case Xigmatek OMG Aqua EN45808 (No Fan),799000,https://phongvu.vn/thung-may-case-xigmatek-omg-aqua-en45808-no-fan--s200900709,Xigmatek,12 tháng,OMG Aqua,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Xanh,Thép,Kính cường lực,39.5 x 36.6 x 21 cm,Mini Tower,"Mini-ITX, Micro-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",170 mm,240 mm,"2 x 120 mm, 2 x 140 mm",2 x 120 mm,1 x 120 mm,,,4,EN45808,,,,,,,,,,
case_156,Case,Thùng máy/ Case MSI MAG VAMPIRIC 100R,1290000,https://phongvu.vn/thung-may-case-msi-mag-vampiric-100r--s200900423,Msi,24 tháng,MAG VAMPIRIC 100R,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,45.7 x 39 x 20.5 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.2",160,240 mm,"3 x 120 mm, 2 x 140 mm",2 x 120 mm,1 x 120 mm,,,7,MAG-VAMPIRIC-100R,"1 x 120 mm, 1 x 120 mm RGB",RGB,,,,,,,,
case_157,Case,Thùng máy/ Case Golden Field Z23G,990000,https://phongvu.vn/thung-may-case-golden-field-z23g--s200900243,Golden Field,1 tháng,Z23G,"Đồ họa - Kỹ thuật, Doanh nghiệp",,Đen,Thép,Kính cường lực,49 x 43.2 x 20.5 cm,Full Tower,"Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 3 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,240 mm,3 x 140 mm,2 x 120 mm,1 x 120 mm,,3 x 120 mm,7,,,,,,,,,,,
case_158,Case,Thùng máy/ Case Golden Field P31b (2 Fan 20cm ARGB),849000,https://phongvu.vn/thung-may-case-golden-field-p31b-2-fan-20cm-argb--s200900242,Golden Field,1 tháng,P31b,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính cường lực,45.5 x 38 x 21 cm,Mid Tower,"Micro-ATX, ATX, ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",165mm,240 mm,2 x 200 mm,2 x 120 mm,1 x 120 mm,,2 x 120 mm,7,,2 x 200mm ARGB,,,,,,,,,
case_159,Case,Thùng máy/ Case Golden Field N27W (1 Fan 120mm LED),690000,https://phongvu.vn/thung-may-case-golden-field-n27w-1-fan-120mm-led--s200900240,Golden Field,1 tháng,N27W,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Thép,Mica,41.8 x 40.4 x 20 cm,Mid Tower,"Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","1 x USB 2.0 , 1 x USB 3.0",160mm,240 mm,2 x 120 mm,,1 x 120 mm,,,7,,1 x 120 mm LED,,,,,,,,,
case_160,Case,Thùng máy/ Case ASUS ROG Strix Helios GX601 White Edition (90DC0023-B30000),7890000,https://phongvu.vn/thung-may-case-asus-rog-strix-helios-gx601-white-edition--s200800208,Asus,24 tháng,ROG Strix Helios GX601 (White Edition),"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",ROG,"Trắng, Bạc",Thép,Kính cường lực,59.1 x 25 x 56.5 cm,Mid Tower,"ATX, Micro-ATX, Mini-ITX, Extended-ATX","2 x 3.5"" , 4 x 2.5""","4 x USB 3.1 , 1 x USB Type C",120mm,360 mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,,8+2,ROG-Strix-Helios-White-Edition,4 x 140 mm,RGB,,,,,,,,
case_161,Case,Thùng máy/ Case Deepcool MACUBE 550 WHITE,2490000,https://phongvu.vn/thung-may-case-deepcool-macube-550-white--s200700332,DeepCool,12 tháng,MACUBE 550,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Trắng,Thép,Kính cường lực,52 x 52.6 x 24.1 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","4 x 3.5"" , 3 x 2.5""",2 x USB 3.0,186 mm,360 mm,3 x 120 mm,,1 x 120 mm,"3 x 120 mm, 3 x 140 mm",,8+2,GS-ATX-MACUBE550-WHG0P,1 x 120 mm,,,,,,,,,
